_row,file_name,seed_category,pang_candidate,wat,ai_pang,ai_confidence,ai_note,license,author,url
1939,พระพุทธมหาเมตตาประชาไทยไตรโลกนาถคันธารราฐอนุสรณ์ (2016) - img 07.jpg,Phra Buddha Metta Pracha Thai Trailokanath Gandharrath Anusorn,standing_unknown,Wat Thip Sukhontharam,uncertain,low,Wat Thip Sukhontharam distant standing on hill,CC BY 4.0,Chainwit.,https://upload.wikimedia.org/wikipedia/commons/d/d2/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%9E%E0%B8%B8%E0%B8%97%E0%B8%98%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B9%80%E0%B8%A1%E0%B8%95%E0%B8%95%E0%B8%B2%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%8A%E0%B8%B2%E0%B9%84%E0%B8%97%E0%B8%A2%E0%B9%84%E0%B8%95%E0%B8%A3%E0%B9%82%E0%B8%A5%E0%B8%81%E0%B8%99%E0%B8%B2%E0%B8%96%E0%B8%84%E0%B8%B1%E0%B8%99%E0%B8%98%E0%B8%B2%E0%B8%A3%E0%B8%A3%E0%B8%B2%E0%B8%90%E0%B8%AD%E0%B8%99%E0%B8%B8%E0%B8%AA%E0%B8%A3%E0%B8%93%E0%B9%8C_%282016%29_-_img_07.jpg
1940,พระพุทธมหาเมตตาประชาไทยไตรโลกนาถคันธารราฐอนุสรณ์ (2016) - img 08.jpg,Phra Buddha Metta Pracha Thai Trailokanath Gandharrath Anusorn,standing_unknown,Wat Thip Sukhontharam,uncertain,low,Wat Thip Sukhontharam distant standing on hill,CC BY 4.0,Chainwit.,https://upload.wikimedia.org/wikipedia/commons/7/77/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%9E%E0%B8%B8%E0%B8%97%E0%B8%98%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B9%80%E0%B8%A1%E0%B8%95%E0%B8%95%E0%B8%B2%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%8A%E0%B8%B2%E0%B9%84%E0%B8%97%E0%B8%A2%E0%B9%84%E0%B8%95%E0%B8%A3%E0%B9%82%E0%B8%A5%E0%B8%81%E0%B8%99%E0%B8%B2%E0%B8%96%E0%B8%84%E0%B8%B1%E0%B8%99%E0%B8%98%E0%B8%B2%E0%B8%A3%E0%B8%A3%E0%B8%B2%E0%B8%90%E0%B8%AD%E0%B8%99%E0%B8%B8%E0%B8%AA%E0%B8%A3%E0%B8%93%E0%B9%8C_%282016%29_-_img_08.jpg
1941,พระพุทธมหาเมตตาประชาไทยไตรโลกนาถคันธารราฐอนุสรณ์ (2016) - img 09.jpg,Phra Buddha Metta Pracha Thai Trailokanath Gandharrath Anusorn,standing_unknown,Wat Thip Sukhontharam,uncertain,low,Wat Thip Sukhontharam distant standing on hill,CC BY 4.0,Chainwit.,https://upload.wikimedia.org/wikipedia/commons/2/28/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%9E%E0%B8%B8%E0%B8%97%E0%B8%98%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B9%80%E0%B8%A1%E0%B8%95%E0%B8%95%E0%B8%B2%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%8A%E0%B8%B2%E0%B9%84%E0%B8%97%E0%B8%A2%E0%B9%84%E0%B8%95%E0%B8%A3%E0%B9%82%E0%B8%A5%E0%B8%81%E0%B8%99%E0%B8%B2%E0%B8%96%E0%B8%84%E0%B8%B1%E0%B8%99%E0%B8%98%E0%B8%B2%E0%B8%A3%E0%B8%A3%E0%B8%B2%E0%B8%90%E0%B8%AD%E0%B8%99%E0%B8%B8%E0%B8%AA%E0%B8%A3%E0%B8%93%E0%B9%8C_%282016%29_-_img_09.jpg
1942,พระพุทธมหาเมตตาประชาไทยไตรโลกนาถคันธารราฐอนุสรณ์ (2016) - img 10.jpg,Phra Buddha Metta Pracha Thai Trailokanath Gandharrath Anusorn,standing_unknown,Wat Thip Sukhontharam,uncertain,low,Wat Thip Sukhontharam distant standing on hill,CC BY 4.0,Chainwit.,https://upload.wikimedia.org/wikipedia/commons/1/1f/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%9E%E0%B8%B8%E0%B8%97%E0%B8%98%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B9%80%E0%B8%A1%E0%B8%95%E0%B8%95%E0%B8%B2%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%8A%E0%B8%B2%E0%B9%84%E0%B8%97%E0%B8%A2%E0%B9%84%E0%B8%95%E0%B8%A3%E0%B9%82%E0%B8%A5%E0%B8%81%E0%B8%99%E0%B8%B2%E0%B8%96%E0%B8%84%E0%B8%B1%E0%B8%99%E0%B8%98%E0%B8%B2%E0%B8%A3%E0%B8%A3%E0%B8%B2%E0%B8%90%E0%B8%AD%E0%B8%99%E0%B8%B8%E0%B8%AA%E0%B8%A3%E0%B8%93%E0%B9%8C_%282016%29_-_img_10.jpg
1943,พระพุทธมหาเมตตาประชาไทยไตรโลกนาถคันธารราฐอนุสรณ์.png,Phra Buddha Metta Pracha Thai Trailokanath Gandharrath Anusorn,standing_unknown,,uncertain,low,Wat Thip Sukhontharam distant standing on hill,CC BY-SA 4.0,Chainwit.,https://upload.wikimedia.org/wikipedia/commons/0/02/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%9E%E0%B8%B8%E0%B8%97%E0%B8%98%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B9%80%E0%B8%A1%E0%B8%95%E0%B8%95%E0%B8%B2%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%8A%E0%B8%B2%E0%B9%84%E0%B8%97%E0%B8%A2%E0%B9%84%E0%B8%95%E0%B8%A3%E0%B9%82%E0%B8%A5%E0%B8%81%E0%B8%99%E0%B8%B2%E0%B8%96%E0%B8%84%E0%B8%B1%E0%B8%99%E0%B8%98%E0%B8%B2%E0%B8%A3%E0%B8%A3%E0%B8%B2%E0%B8%90%E0%B8%AD%E0%B8%99%E0%B8%B8%E0%B8%AA%E0%B8%A3%E0%B8%93%E0%B9%8C.png
1944,วัดบวรนิเวศวิหารราชวรวิหาร เขตพระนคร กรุงเทพมหานคร (51).jpg,Phra Buddha Paññāagga,standing_unknown,วัดบวรนิเวศวิหารราชวรวิหาร,unknown,medium,standing abhaya in niche,CC BY-SA 4.0,กสิณธร ราชโอรส,https://upload.wikimedia.org/wikipedia/commons/d/d3/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9A%E0%B8%A7%E0%B8%A3%E0%B8%99%E0%B8%B4%E0%B9%80%E0%B8%A7%E0%B8%A8%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_%E0%B9%80%E0%B8%82%E0%B8%95%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%99%E0%B8%84%E0%B8%A3_%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%99%E0%B8%84%E0%B8%A3_%2851%29.jpg
1945,วัดบวรนิเวศวิหารราชวรวิหาร เขตพระนคร กรุงเทพมหานคร (52).jpg,Phra Buddha Paññāagga,standing_unknown,วัดบวรนิเวศวิหารราชวรวิหาร,unknown,medium,standing abhaya in niche,CC BY-SA 4.0,กสิณธร ราชโอรส,https://upload.wikimedia.org/wikipedia/commons/5/54/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9A%E0%B8%A7%E0%B8%A3%E0%B8%99%E0%B8%B4%E0%B9%80%E0%B8%A7%E0%B8%A8%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_%E0%B9%80%E0%B8%82%E0%B8%95%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%99%E0%B8%84%E0%B8%A3_%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%99%E0%B8%84%E0%B8%A3_%2852%29.jpg
1946,วัดบวรนิเวศวิหารราชวรวิหาร เขตพระนคร กรุงเทพมหานคร (49).jpg,Phra Buddha Vajirañāṇa,standing_unknown,วัดบวรนิเวศวิหารราชวรวิหาร,unknown,medium,crowned standing double-abhaya (Ham Yat),CC BY-SA 4.0,กสิณธร ราชโอรส,https://upload.wikimedia.org/wikipedia/commons/0/04/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9A%E0%B8%A7%E0%B8%A3%E0%B8%99%E0%B8%B4%E0%B9%80%E0%B8%A7%E0%B8%A8%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_%E0%B9%80%E0%B8%82%E0%B8%95%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%99%E0%B8%84%E0%B8%A3_%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%99%E0%B8%84%E0%B8%A3_%2849%29.jpg
1947,วัดบวรนิเวศวิหารราชวรวิหาร เขตพระนคร กรุงเทพมหานคร (50).jpg,Phra Buddha Vajirañāṇa,standing_unknown,วัดบวรนิเวศวิหารราชวรวิหาร,unknown,medium,crowned standing double-abhaya (Ham Yat),CC BY-SA 4.0,กสิณธร ราชโอรส,https://upload.wikimedia.org/wikipedia/commons/e/ea/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9A%E0%B8%A7%E0%B8%A3%E0%B8%99%E0%B8%B4%E0%B9%80%E0%B8%A7%E0%B8%A8%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_%E0%B9%80%E0%B8%82%E0%B8%95%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%99%E0%B8%84%E0%B8%A3_%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%99%E0%B8%84%E0%B8%A3_%2850%29.jpg
1948,วัดบวรนิเวศวิหารราชวรวิหาร เขตพระนคร กรุงเทพมหานคร (66).jpg,Phra Buddha Vajirañāṇa,standing_unknown,วัดบวรนิเวศวิหารราชวรวิหาร,unknown,medium,crowned standing double-abhaya (Ham Yat),CC BY-SA 4.0,กสิณธร ราชโอรส,https://upload.wikimedia.org/wikipedia/commons/8/8e/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9A%E0%B8%A7%E0%B8%A3%E0%B8%99%E0%B8%B4%E0%B9%80%E0%B8%A7%E0%B8%A8%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_%E0%B9%80%E0%B8%82%E0%B8%95%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%99%E0%B8%84%E0%B8%A3_%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%99%E0%B8%84%E0%B8%A3_%2866%29.jpg
1949,Buddhanaruemit rattanakosin.jpg,Phra Phuttha Naruemit,standing_unknown,Wat Arun,unknown,medium,crowned standing double-abhaya,CC BY 2.0,"Fotograf / Photographer: Heinrich Damm (User:Hdamm, Hdamm at de.wikipedia.org)",https://upload.wikimedia.org/wikipedia/commons/e/e1/Buddhanaruemit_rattanakosin.jpg
1950,วัดอรุณราชวรารามราชวรมหาวิหาร Wat Arun Ratchawararam Ratchaworamahawiharn (30).jpg,Phra Phuttha Naruemit,standing_unknown,วัดอรุณราชวรารามราชวรมหาวิหาร,unknown,medium,crowned standing double-abhaya,CC BY-SA 3.0,กสิณธร ราชโอรส,https://upload.wikimedia.org/wikipedia/commons/c/c5/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%AD%E0%B8%A3%E0%B8%B8%E0%B8%93%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%A7%E0%B8%A3%E0%B8%B2%E0%B8%A3%E0%B8%B2%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%A7%E0%B8%A3%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_Wat_Arun_Ratchawararam_Ratchaworamahawiharn_%2830%29.jpg
1951,วัดอรุณราชวรารามราชวรมหาวิหาร เขตบางกอกใหญ่ กรุงเทพมหานคร (9).JPG,Phra Phuttha Naruemit,standing_unknown,วัดอรุณราชวรารามราชวรมหาวิหาร,unknown,medium,crowned standing double-abhaya,CC BY-SA 4.0,กสิณธร ราชโอรส,https://upload.wikimedia.org/wikipedia/commons/7/7f/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%AD%E0%B8%A3%E0%B8%B8%E0%B8%93%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%A7%E0%B8%A3%E0%B8%B2%E0%B8%A3%E0%B8%B2%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%A7%E0%B8%A3%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_%E0%B9%80%E0%B8%82%E0%B8%95%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B8%81%E0%B8%AD%E0%B8%81%E0%B9%83%E0%B8%AB%E0%B8%8D%E0%B9%88_%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%99%E0%B8%84%E0%B8%A3_%289%29.JPG
1952,(2023) วัดพระปฐมเจดีย์ราชวรมหาวิหาร อ.เมือง จ.นครปฐม (5).jpg,Phra Ruang Rotchanarit,standing_unknown,วัดพระปฐมเจดีย์ราชวรมหาวิหาร,uncertain,low,"standing, arms down, hands unclear",CC BY-SA 4.0,กสิณธร ราชโอรส,https://upload.wikimedia.org/wikipedia/commons/0/0b/%282023%29_%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%9B%E0%B8%90%E0%B8%A1%E0%B9%80%E0%B8%88%E0%B8%94%E0%B8%B5%E0%B8%A2%E0%B9%8C%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%A7%E0%B8%A3%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_%E0%B8%AD.%E0%B9%80%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%87_%E0%B8%88.%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%9B%E0%B8%90%E0%B8%A1_%285%29.jpg
1953,(2023) วัดพระปฐมเจดีย์ราชวรมหาวิหาร อ.เมือง จ.นครปฐม (55).jpg,Phra Ruang Rotchanarit,standing_unknown,วัดพระปฐมเจดีย์ราชวรมหาวิหาร,uncertain,low,"standing, arms down, hands unclear",CC BY-SA 4.0,กสิณธร ราชโอรส,https://upload.wikimedia.org/wikipedia/commons/a/a9/%282023%29_%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%9B%E0%B8%90%E0%B8%A1%E0%B9%80%E0%B8%88%E0%B8%94%E0%B8%B5%E0%B8%A2%E0%B9%8C%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%A7%E0%B8%A3%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_%E0%B8%AD.%E0%B9%80%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%87_%E0%B8%88.%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%9B%E0%B8%90%E0%B8%A1_%2855%29.jpg
1954,(2023) วัดพระปฐมเจดีย์ราชวรมหาวิหาร อ.เมือง จ.นครปฐม (6).jpg,Phra Ruang Rotchanarit,standing_unknown,วัดพระปฐมเจดีย์ราชวรมหาวิหาร,uncertain,low,"standing, arms down, hands unclear",CC BY-SA 4.0,กสิณธร ราชโอรส,https://upload.wikimedia.org/wikipedia/commons/9/9b/%282023%29_%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%9B%E0%B8%90%E0%B8%A1%E0%B9%80%E0%B8%88%E0%B8%94%E0%B8%B5%E0%B8%A2%E0%B9%8C%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%A7%E0%B8%A3%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_%E0%B8%AD.%E0%B9%80%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%87_%E0%B8%88.%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%9B%E0%B8%90%E0%B8%A1_%286%29.jpg
1955,Phapathomjadee Pagoda 04.jpg,Phra Ruang Rotchanarit,standing_unknown,,uncertain,low,"standing, arms down, hands unclear",CC BY-SA 3.0,Construc.kjn,https://upload.wikimedia.org/wikipedia/commons/9/98/Phapathomjadee_Pagoda_04.jpg
1956,Ppathomphrarojanaridh0609a.jpg,Phra Ruang Rotchanarit,standing_unknown,,uncertain,low,"standing, arms down, hands unclear",CC BY-SA 3.0,Hdamm,https://upload.wikimedia.org/wikipedia/commons/2/29/Ppathomphrarojanaridh0609a.jpg
1957,WatPhraprathomJedi3.jpg,Phra Ruang Rotchanarit,standing_unknown,,uncertain,low,"standing, arms down, hands unclear",CC BY-SA 3.0,Disapong Deeprom,https://upload.wikimedia.org/wikipedia/commons/8/81/WatPhraprathomJedi3.jpg
1958,พระปฐมเจดีย์ 33.jpg,Phra Ruang Rotchanarit,standing_unknown,,uncertain,low,"standing, arms down, hands unclear",CC BY-SA 4.0,Joe628,https://upload.wikimedia.org/wikipedia/commons/8/8e/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%9B%E0%B8%90%E0%B8%A1%E0%B9%80%E0%B8%88%E0%B8%94%E0%B8%B5%E0%B8%A2%E0%B9%8C_33.jpg
1959,พระปฐมเจดีย์ 34.jpg,Phra Ruang Rotchanarit,standing_unknown,,uncertain,low,"standing, arms down, hands unclear",CC BY-SA 4.0,Joe628,https://upload.wikimedia.org/wikipedia/commons/d/d8/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%9B%E0%B8%90%E0%B8%A1%E0%B9%80%E0%B8%88%E0%B8%94%E0%B8%B5%E0%B8%A2%E0%B9%8C_34.jpg
1960,พระปฐมเจดีย์ 35.jpg,Phra Ruang Rotchanarit,standing_unknown,,uncertain,low,"standing, arms down, hands unclear",CC BY-SA 4.0,Joe628,https://upload.wikimedia.org/wikipedia/commons/b/b2/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%9B%E0%B8%90%E0%B8%A1%E0%B9%80%E0%B8%88%E0%B8%94%E0%B8%B5%E0%B8%A2%E0%B9%8C_35.jpg
1961,พระปฐมเจดีย์ 36.jpg,Phra Ruang Rotchanarit,standing_unknown,,uncertain,low,"standing, arms down, hands unclear",CC BY-SA 4.0,Joe628,https://upload.wikimedia.org/wikipedia/commons/0/0b/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%9B%E0%B8%90%E0%B8%A1%E0%B9%80%E0%B8%88%E0%B8%94%E0%B8%B5%E0%B8%A2%E0%B9%8C_36.jpg
1962,พระปฐมเจดีย์ 37.jpg,Phra Ruang Rotchanarit,standing_unknown,,uncertain,low,"standing, arms down, hands unclear",CC BY-SA 4.0,Joe628,https://upload.wikimedia.org/wikipedia/commons/c/cc/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%9B%E0%B8%90%E0%B8%A1%E0%B9%80%E0%B8%88%E0%B8%94%E0%B8%B5%E0%B8%A2%E0%B9%8C_37.jpg
1963,พระปฐมเจดีย์ 38.jpg,Phra Ruang Rotchanarit,standing_unknown,,uncertain,low,"standing, arms down, hands unclear",CC BY-SA 4.0,Joe628,https://upload.wikimedia.org/wikipedia/commons/f/f9/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%9B%E0%B8%90%E0%B8%A1%E0%B9%80%E0%B8%88%E0%B8%94%E0%B8%B5%E0%B8%A2%E0%B9%8C_38.jpg
1964,พระร่วงโรจนฤทธิ์ วัดพระปฐมเจดีย์ Phra Ruang Rojjanarit of Wat Phra Pathomchedi (1).jpg,Phra Ruang Rotchanarit,standing_unknown,วัดพระปฐมเจดีย์,uncertain,low,"standing, arms down, hands unclear",CC BY-SA 3.0,กสิณธร ราชโอรส,https://upload.wikimedia.org/wikipedia/commons/9/9a/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%A3%E0%B9%88%E0%B8%A7%E0%B8%87%E0%B9%82%E0%B8%A3%E0%B8%88%E0%B8%99%E0%B8%A4%E0%B8%97%E0%B8%98%E0%B8%B4%E0%B9%8C_%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%9B%E0%B8%90%E0%B8%A1%E0%B9%80%E0%B8%88%E0%B8%94%E0%B8%B5%E0%B8%A2%E0%B9%8C_Phra_Ruang_Rojjanarit_of_Wat_Phra_Pathomchedi_%281%29.jpg
1965,พระร่วงโรจนฤทธิ์ วัดพระปฐมเจดีย์ Phra Ruang Rojjanarit of Wat Phra Pathomchedi (2).jpg,Phra Ruang Rotchanarit,standing_unknown,วัดพระปฐมเจดีย์,uncertain,low,"standing, arms down, hands unclear",CC BY-SA 3.0,กสิณธร ราชโอรส,https://upload.wikimedia.org/wikipedia/commons/1/1b/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%A3%E0%B9%88%E0%B8%A7%E0%B8%87%E0%B9%82%E0%B8%A3%E0%B8%88%E0%B8%99%E0%B8%A4%E0%B8%97%E0%B8%98%E0%B8%B4%E0%B9%8C_%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%9B%E0%B8%90%E0%B8%A1%E0%B9%80%E0%B8%88%E0%B8%94%E0%B8%B5%E0%B8%A2%E0%B9%8C_Phra_Ruang_Rojjanarit_of_Wat_Phra_Pathomchedi_%282%29.jpg
1966,พระร่วงโรจน์ฤทธิ์ ศรีอินทราทิตย์ธรรโมภาส มหาวชิราวุธราชบูชนิยบพิตร.jpg,Phra Ruang Rotchanarit,standing_unknown,,uncertain,low,"standing, arms down, hands unclear",CC BY-SA 4.0,Mastertongapollo,https://upload.wikimedia.org/wikipedia/commons/7/7e/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%A3%E0%B9%88%E0%B8%A7%E0%B8%87%E0%B9%82%E0%B8%A3%E0%B8%88%E0%B8%99%E0%B9%8C%E0%B8%A4%E0%B8%97%E0%B8%98%E0%B8%B4%E0%B9%8C_%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%AD%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B8%B2%E0%B8%97%E0%B8%B4%E0%B8%95%E0%B8%A2%E0%B9%8C%E0%B8%98%E0%B8%A3%E0%B8%A3%E0%B9%82%E0%B8%A1%E0%B8%A0%E0%B8%B2%E0%B8%AA_%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%A7%E0%B8%8A%E0%B8%B4%E0%B8%A3%E0%B8%B2%E0%B8%A7%E0%B8%B8%E0%B8%98%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%9A%E0%B8%B9%E0%B8%8A%E0%B8%99%E0%B8%B4%E0%B8%A2%E0%B8%9A%E0%B8%9E%E0%B8%B4%E0%B8%95%E0%B8%A3.jpg
1967,วัดพระปฐมเจดีย์ราชวรมหาวิหาร Wat Phra Pathomchedi Ratchaworamahawiharn (20).jpg,Phra Ruang Rotchanarit,standing_unknown,วัดพระปฐมเจดีย์ราชวรมหาวิหาร,uncertain,low,"standing, arms down, hands unclear",CC BY-SA 3.0,กสิณธร ราชโอรส,https://upload.wikimedia.org/wikipedia/commons/0/06/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%9B%E0%B8%90%E0%B8%A1%E0%B9%80%E0%B8%88%E0%B8%94%E0%B8%B5%E0%B8%A2%E0%B9%8C%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%A7%E0%B8%A3%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_Wat_Phra_Pathomchedi_Ratchaworamahawiharn_%2820%29.jpg
1968,วัดพระปฐมเจดีย์ราชวรมหาวิหาร Wat Phra Pathomchedi Ratchaworamahawiharn (21).jpg,Phra Ruang Rotchanarit,standing_unknown,วัดพระปฐมเจดีย์ราชวรมหาวิหาร,uncertain,low,"standing, arms down, hands unclear",CC BY-SA 3.0,กสิณธร ราชโอรส,https://upload.wikimedia.org/wikipedia/commons/9/91/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%9B%E0%B8%90%E0%B8%A1%E0%B9%80%E0%B8%88%E0%B8%94%E0%B8%B5%E0%B8%A2%E0%B9%8C%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%A7%E0%B8%A3%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_Wat_Phra_Pathomchedi_Ratchaworamahawiharn_%2821%29.jpg
